2019-10-08 16:00:00,2019-10-08 23:59:59
2019-10-09 00:00:00,2019-10-09 07:59:59
2019-10-09 08:00:00,2019-10-09 15:59:59
2019-10-09 16:00:00,2019-10-09 23:59:59
2019-10-10 00:00:00,2019-10-10 07:59:59
2019-10-10 08:00:00,2019-10-10 15:59:59
2019-10-10 16:00:00,2019-10-10 23:59:59
2019-10-11 00:00:00,2019-10-11 07:59:59
2019-10-11 08:00:00,2019-10-11 15:59:59
2019-10-11 16:00:00,2019-10-11 23:59:59
2019-10-12 00:00:00,2019-10-12 07:59:59
2019-10-12 08:00:00,2019-10-12 15:59:59
2019-10-12 16:00:00,2019-10-12 23:59:59
2019-10-13 00:00:00,2019-10-13 07:59:59
2019-10-13 08:00:00,2019-10-13 15:59:59
2019-10-13 16:00:00,2019-10-13 23:59:59
2019-10-14 00:00:00,2019-10-14 07:59:59
2019-10-14 08:00:00,2019-10-14 15:59:59
2019-10-14 16:00:00,2019-10-14 23:59:59
2019-10-15 00:00:00,2019-10-15 07:59:59
2019-10-15 08:00:00,2019-10-15 15:59:59
2019-10-15 16:00:00,2019-10-15 23:59:59
2019-10-16 00:00:00,2019-10-16 07:59:59
2019-10-16 08:00:00,2019-10-16 15:59:59
2019-10-16 16:00:00,2019-10-16 23:59:59
2019-10-17 00:00:00,2019-10-17 07:59:59
2019-10-17 08:00:00,2019-10-17 15:59:59
2019-10-17 16:00:00,2019-10-17 23:59:59
2019-10-18 00:00:00,2019-10-18 07:59:59
2019-10-18 08:00:00,2019-10-18 15:59:59
2019-10-18 16:00:00,2019-10-18 23:59:59
2019-10-19 00:00:00,2019-10-19 07:59:59
2019-10-19 08:00:00,2019-10-19 15:59:59
2019-10-19 16:00:00,2019-10-19 23:59:59
2019-10-20 00:00:00,2019-10-20 07:59:59
2019-10-20 08:00:00,2019-10-20 15:59:59
2019-10-20 16:00:00,2019-10-20 23:59:59
2019-10-21 00:00:00,2019-10-21 07:59:59
2019-10-21 08:00:00,2019-10-21 15:59:59
2019-10-21 16:00:00,2019-10-21 23:59:59
2019-10-22 00:00:00,2019-10-22 07:59:59
2019-10-22 08:00:00,2019-10-22 15:59:59
2019-10-22 16:00:00,2019-10-22 23:59:59
2019-10-23 00:00:00,2019-10-23 07:59:59
2019-10-23 08:00:00,2019-10-23 15:59:59
2019-10-23 16:00:00,2019-10-23 23:59:59
2019-10-24 00:00:00,2019-10-24 07:59:59
2019-10-24 08:00:00,2019-10-24 15:59:59
2019-10-24 16:00:00,2019-10-24 23:59:59
2019-10-25 00:00:00,2019-10-25 07:59:59
2019-10-25 08:00:00,2019-10-25 15:59:59
2019-10-25 16:00:00,2019-10-25 23:59:59
2019-10-26 00:00:00,2019-10-26 07:59:59
2019-10-26 08:00:00,2019-10-26 15:59:59
2019-10-26 16:00:00,2019-10-26 23:59:59
2019-10-27 00:00:00,2019-10-27 07:59:59
2019-10-27 08:00:00,2019-10-27 15:59:59
2019-10-27 16:00:00,2019-10-27 23:59:59
2019-10-28 00:00:00,2019-10-28 07:59:59
2019-10-28 08:00:00,2019-10-28 15:59:59
2019-10-28 16:00:00,2019-10-28 23:59:59
2019-10-29 00:00:00,2019-10-29 07:59:59
2019-10-29 08:00:00,2019-10-29 15:59:59
2019-10-29 16:00:00,2019-10-29 23:59:59
2019-10-30 00:00:00,2019-10-30 07:59:59
2019-10-30 08:00:00,2019-10-30 15:59:59
2019-10-30 16:00:00,2019-10-30 23:59:59
2019-10-31 00:00:00,2019-10-31 07:59:59
2019-10-31 08:00:00,2019-10-31 15:59:59
2019-10-31 16:00:00,2019-10-31 23:59:59
2019-11-01 00:00:00,2019-11-01 07:59:59
2019-11-01 08:00:00,2019-11-01 15:59:59
2019-11-01 16:00:00,2019-11-01 23:59:59
2019-11-02 00:00:00,2019-11-02 07:59:59
2019-11-02 08:00:00,2019-11-02 15:59:59
2019-11-02 16:00:00,2019-11-02 23:59:59
2019-11-03 00:00:00,2019-11-03 07:59:59
2019-11-03 08:00:00,2019-11-03 15:59:59
2019-11-03 16:00:00,2019-11-03 23:59:59
2019-11-04 00:00:00,2019-11-04 07:59:59
2019-11-04 08:00:00,2019-11-04 15:59:59
2019-11-04 16:00:00,2019-11-04 23:59:59
2019-11-05 00:00:00,2019-11-05 07:59:59
2019-11-05 08:00:00,2019-11-05 15:59:59
2019-11-05 16:00:00,2019-11-05 23:59:59
2019-11-06 00:00:00,2019-11-06 07:59:59
2019-11-06 08:00:00,2019-11-06 15:59:59
2019-11-06 16:00:00,2019-11-06 23:59:59
2019-11-07 00:00:00,2019-11-07 07:59:59
2019-11-07 08:00:00,2019-11-07 15:59:59
2019-11-07 16:00:00,2019-11-07 23:59:59
2019-11-08 00:00:00,2019-11-08 07:59:59
2019-11-08 08:00:00,2019-11-08 15:59:59
2019-11-08 16:00:00,2019-11-08 23:59:59
2019-11-09 00:00:00,2019-11-09 07:59:59
2019-11-09 08:00:00,2019-11-09 15:59:59
2019-11-09 16:00:00,2019-11-09 23:59:59
2019-11-10 00:00:00,2019-11-10 07:59:59
2019-11-10 08:00:00,2019-11-10 15:59:59
2019-11-10 16:00:00,2019-11-10 23:59:59
2019-11-11 00:00:00,2019-11-11 07:59:59
2019-11-11 08:00:00,2019-11-11 15:59:59
2019-11-11 16:00:00,2019-11-11 23:59:59
2019-11-12 00:00:00,2019-11-12 07:59:59
2019-11-12 08:00:00,2019-11-12 15:59:59
2019-11-12 16:00:00,2019-11-12 23:59:59
2019-11-13 00:00:00,2019-11-13 07:59:59
2019-11-13 08:00:00,2019-11-13 15:59:59
2019-11-13 16:00:00,2019-11-13 23:59:59
2019-11-14 00:00:00,2019-11-14 07:59:59
2019-11-14 08:00:00,2019-11-14 15:59:59
2019-11-14 16:00:00,2019-11-14 23:59:59
2019-11-15 00:00:00,2019-11-15 07:59:59
2019-11-15 08:00:00,2019-11-15 15:59:59
2019-11-15 16:00:00,2019-11-15 23:59:59
2019-11-16 00:00:00,2019-11-16 07:59:59
2019-11-16 08:00:00,2019-11-16 15:59:59
2019-11-16 16:00:00,2019-11-16 23:59:59
2019-11-17 00:00:00,2019-11-17 07:59:59
2019-11-17 08:00:00,2019-11-17 15:59:59
2019-11-17 16:00:00,2019-11-17 23:59:59
2019-11-18 00:00:00,2019-11-18 07:59:59
2019-11-18 08:00:00,2019-11-18 15:59:59
2019-11-18 16:00:00,2019-11-18 23:59:59
2019-11-19 00:00:00,2019-11-19 07:59:59
2019-11-19 08:00:00,2019-11-19 15:59:59
2019-11-19 16:00:00,2019-11-19 23:59:59
2019-11-20 00:00:00,2019-11-20 07:59:59
2019-11-20 08:00:00,2019-11-20 15:59:59
2019-11-20 16:00:00,2019-11-20 23:59:59
2019-11-21 00:00:00,2019-11-21 07:59:59
2019-11-21 08:00:00,2019-11-21 15:59:59
2019-11-21 16:00:00,2019-11-21 23:59:59
2019-11-22 00:00:00,2019-11-22 07:59:59
2019-11-22 08:00:00,2019-11-22 15:59:59
2019-11-22 16:00:00,2019-11-22 23:59:59
2019-11-23 00:00:00,2019-11-23 07:59:59
2019-11-23 08:00:00,2019-11-23 15:59:59
2019-11-23 16:00:00,2019-11-23 23:59:59
2019-11-24 00:00:00,2019-11-24 07:59:59
2019-11-24 08:00:00,2019-11-24 15:59:59
2019-11-24 16:00:00,2019-11-24 23:59:59
2019-11-25 00:00:00,2019-11-25 07:59:59
2019-11-25 08:00:00,2019-11-25 15:59:59
2019-11-25 16:00:00,2019-11-25 23:59:59
2019-11-26 00:00:00,2019-11-26 07:59:59
2019-11-26 08:00:00,2019-11-26 15:59:59
2019-11-26 16:00:00,2019-11-26 23:59:59
2019-11-27 00:00:00,2019-11-27 07:59:59
2019-11-27 08:00:00,2019-11-27 15:59:59
2019-11-27 16:00:00,2019-11-27 23:59:59
2019-11-28 00:00:00,2019-11-28 07:59:59
2019-11-28 08:00:00,2019-11-28 15:59:59
2019-11-28 16:00:00,2019-11-28 23:59:59
2019-11-29 00:00:00,2019-11-29 07:59:59
2019-11-29 08:00:00,2019-11-29 15:59:59
2019-11-29 16:00:00,2019-11-29 23:59:59
2019-11-30 00:00:00,2019-11-30 07:59:59
2019-11-30 08:00:00,2019-11-30 15:59:59
2019-11-30 16:00:00,2019-11-30 23:59:59
2019-12-01 00:00:00,2019-12-01 07:59:59
2019-12-01 08:00:00,2019-12-01 15:59:59
2019-12-01 16:00:00,2019-12-01 23:59:59
2019-12-02 00:00:00,2019-12-02 07:59:59
2019-12-02 08:00:00,2019-12-02 15:59:59
2019-12-02 16:00:00,2019-12-02 23:59:59
2019-12-03 00:00:00,2019-12-03 07:59:59
2019-12-03 08:00:00,2019-12-03 15:59:59
2019-12-03 16:00:00,2019-12-03 23:59:59
2019-12-04 00:00:00,2019-12-04 07:59:59
2019-12-09 08:00:00,2019-12-09 15:59:59
2019-12-09 16:00:00,2019-12-09 23:59:59
2019-12-10 00:00:00,2019-12-10 07:59:59
2019-12-10 08:00:00,2019-12-10 15:59:59
2019-12-10 16:00:00,2019-12-10 23:59:59
2019-12-11 00:00:00,2019-12-11 07:59:59
2019-12-15 08:00:00,2019-12-15 15:59:59
2019-12-15 16:00:00,2019-12-15 23:59:59
2019-12-16 00:00:00,2019-12-16 07:59:59
2019-12-16 08:00:00,2019-12-16 15:59:59
2019-12-16 16:00:00,2019-12-16 23:59:59
2019-12-17 00:00:00,2019-12-17 07:59:59
2019-12-17 08:00:00,2019-12-17 15:59:59
2019-12-17 16:00:00,2019-12-17 23:59:59
2019-12-18 00:00:00,2019-12-18 07:59:59
2019-12-23 08:00:00,2019-12-23 15:59:59
2019-12-23 16:00:00,2019-12-23 23:59:59
2019-12-24 00:00:00,2019-12-24 07:59:59
2019-12-24 08:00:00,2019-12-24 15:59:59
2019-12-24 16:00:00,2019-12-24 23:59:59
2019-12-25 00:00:00,2019-12-25 07:59:59
2019-12-25 08:00:00,2019-12-25 15:59:59
2019-12-25 16:00:00,2019-12-25 23:59:59
2019-12-26 00:00:00,2019-12-26 07:59:59
2019-12-26 08:00:00,2019-12-26 15:59:59
2019-12-26 16:00:00,2019-12-26 23:59:59
2019-12-27 00:00:00,2019-12-27 07:59:59
2019-12-27 08:00:00,2019-12-27 15:59:59
2019-12-27 16:00:00,2019-12-27 23:59:59
2019-12-28 00:00:00,2019-12-28 07:59:59
2019-12-28 08:00:00,2019-12-28 15:59:59
2019-12-28 16:00:00,2019-12-28 23:59:59
2019-12-29 00:00:00,2019-12-29 07:59:59
2019-12-29 08:00:00,2019-12-29 15:59:59
2019-12-29 16:00:00,2019-12-29 23:59:59
2019-12-30 00:00:00,2019-12-30 07:59:59
2019-12-30 08:00:00,2019-12-30 15:59:59
2019-12-30 16:00:00,2019-12-30 23:59:59
2019-12-31 00:00:00,2019-12-31 07:59:59
2019-12-31 08:00:00,2019-12-31 15:59:59
2019-12-31 16:00:00,2019-12-31 23:59:59
2020-01-01 00:00:00,2020-01-01 07:59:59
2020-01-01 08:00:00,2020-01-01 15:59:59
2020-01-01 16:00:00,2020-01-01 23:59:59
2020-01-02 00:00:00,2020-01-02 07:59:59
2020-01-02 08:00:00,2020-01-02 15:59:59
2020-01-02 16:00:00,2020-01-02 23:59:59
2020-01-03 00:00:00,2020-01-03 07:59:59
2020-01-03 08:00:00,2020-01-03 15:59:59
2020-01-03 16:00:00,2020-01-03 23:59:59
2020-01-04 00:00:00,2020-01-04 07:59:59
2020-01-04 08:00:00,2020-01-04 15:59:59
2020-01-04 16:00:00,2020-01-04 23:59:59
2020-01-05 00:00:00,2020-01-05 07:59:59
2020-01-05 08:00:00,2020-01-05 15:59:59
2020-01-05 16:00:00,2020-01-05 23:59:59
2020-01-06 00:00:00,2020-01-06 07:59:59
2020-01-06 08:00:00,2020-01-06 15:59:59
2020-01-06 16:00:00,2020-01-06 23:59:59
2020-01-12 08:00:00,2020-01-12 15:59:59
2020-01-12 16:00:00,2020-01-12 23:59:59
2020-01-13 00:00:00,2020-01-13 07:59:59
2020-01-13 08:00:00,2020-01-13 15:59:59
2020-01-13 16:00:00,2020-01-13 23:59:59
2020-01-14 00:00:00,2020-01-14 07:59:59
2020-01-19 08:00:00,2020-01-19 15:59:59
2020-01-19 16:00:00,2020-01-19 23:59:59
2020-01-20 00:00:00,2020-01-20 07:59:59
2020-01-20 08:00:00,2020-01-20 15:59:59
2020-01-20 16:00:00,2020-01-20 23:59:59
2020-01-21 00:00:00,2020-01-21 07:59:59
2020-01-21 08:00:00,2020-01-21 15:59:59
2020-01-21 16:00:00,2020-01-21 23:59:59
2020-01-22 00:00:00,2020-01-22 07:59:59
2020-01-26 08:00:00,2020-01-26 15:59:59
2020-01-26 16:00:00,2020-01-26 23:59:59
2020-01-27 00:00:00,2020-01-27 07:59:59
2020-01-27 08:00:00,2020-01-27 15:59:59
2020-01-27 16:00:00,2020-01-27 23:59:59
2020-01-28 00:00:00,2020-01-28 07:59:59
2020-02-02 08:00:00,2020-02-02 15:59:59
2020-02-02 16:00:00,2020-02-02 23:59:59
2020-02-03 00:00:00,2020-02-03 07:59:59
2020-02-03 08:00:00,2020-02-03 15:59:59
2020-02-03 16:00:00,2020-02-03 23:59:59
2020-02-04 00:00:00,2020-02-04 07:59:59
2020-02-04 08:00:00,2020-02-04 15:59:59
2020-02-04 16:00:00,2020-02-04 23:59:59
2020-02-05 00:00:00,2020-02-05 07:59:59
2020-02-10 08:00:00,2020-02-10 15:59:59
2020-02-10 16:00:00,2020-02-10 23:59:59
2020-02-11 00:00:00,2020-02-11 07:59:59
2020-02-11 08:00:00,2020-02-11 15:59:59
2020-02-11 16:00:00,2020-02-11 23:59:59
2020-02-12 00:00:00,2020-02-12 07:59:59
2020-02-17 08:00:00,2020-02-17 15:59:59
2020-02-17 16:00:00,2020-02-17 23:59:59
2020-02-18 00:00:00,2020-02-18 07:59:59
2020-02-18 08:00:00,2020-02-18 15:59:59
2020-02-18 16:00:00,2020-02-18 23:59:59
2020-02-19 00:00:00,2020-02-19 07:59:59
2020-02-23 08:00:00,2020-02-23 15:59:59
2020-02-23 16:00:00,2020-02-23 23:59:59
2020-02-24 00:00:00,2020-02-24 07:59:59
2020-02-24 08:00:00,2020-02-24 15:59:59
2020-02-24 16:00:00,2020-02-24 23:59:59
2020-02-25 00:00:00,2020-02-25 07:59:59
2020-02-25 08:00:00,2020-02-25 15:59:59
2020-02-25 16:00:00,2020-02-25 23:59:59
2020-02-26 00:00:00,2020-02-26 07:59:59
2020-03-02 08:00:00,2020-03-02 15:59:59
2020-03-02 16:00:00,2020-03-02 23:59:59
2020-03-03 00:00:00,2020-03-03 07:59:59
2020-03-03 08:00:00,2020-03-03 15:59:59
2020-03-03 16:00:00,2020-03-03 23:59:59
2020-03-04 00:00:00,2020-03-04 07:59:59
2020-03-08 08:00:00,2020-03-08 15:59:59
2020-03-08 16:00:00,2020-03-08 23:59:59
2020-03-09 00:00:00,2020-03-09 07:59:59
2020-03-09 08:00:00,2020-03-09 15:59:59
2020-03-09 16:00:00,2020-03-09 23:59:59
2020-03-10 00:00:00,2020-03-10 07:59:59
2020-03-10 08:00:00,2020-03-10 15:59:59
2020-03-10 16:00:00,2020-03-10 23:59:59
2020-03-11 00:00:00,2020-03-11 07:59:59
2020-03-16 08:00:00,2020-03-16 15:59:59
2020-03-16 16:00:00,2020-03-16 23:59:59
2020-03-17 00:00:00,2020-03-17 07:59:59
2020-03-17 08:00:00,2020-03-17 15:59:59
2020-03-17 16:00:00,2020-03-17 23:59:59
2020-03-18 00:00:00,2020-03-18 07:59:59
2020-03-18 08:00:00,2020-03-18 15:59:59
2020-03-18 16:00:00,2020-03-18 23:59:59
2020-03-19 00:00:00,2020-03-19 07:59:59
2020-03-19 08:00:00,2020-03-19 15:59:59
2020-03-19 16:00:00,2020-03-19 23:59:59
2020-03-20 00:00:00,2020-03-20 07:59:59
2020-03-20 08:00:00,2020-03-20 15:59:59
2020-03-20 16:00:00,2020-03-20 23:59:59
2020-03-21 00:00:00,2020-03-21 07:59:59
2020-03-21 08:00:00,2020-03-21 15:59:59
2020-03-21 16:00:00,2020-03-21 23:59:59
2020-03-22 00:00:00,2020-03-22 07:59:59
2020-03-22 08:00:00,2020-03-22 15:59:59
2020-03-22 16:00:00,2020-03-22 23:59:59
2020-03-23 00:00:00,2020-03-23 07:59:59
2020-03-23 08:00:00,2020-03-23 15:59:59
2020-03-23 16:00:00,2020-03-23 23:59:59
2020-03-24 00:00:00,2020-03-24 07:59:59
2020-03-24 08:00:00,2020-03-24 15:59:59
2020-03-24 16:00:00,2020-03-24 23:59:59
2020-03-25 00:00:00,2020-03-25 07:59:59
2020-03-25 08:00:00,2020-03-25 15:59:59
2020-03-25 16:00:00,2020-03-25 23:59:59
2020-03-26 00:00:00,2020-03-26 07:59:59
2020-03-26 08:00:00,2020-03-26 15:59:59
2020-03-26 16:00:00,2020-03-26 23:59:59
2020-03-27 00:00:00,2020-03-27 07:59:59
2020-03-27 08:00:00,2020-03-27 15:59:59
2020-03-27 16:00:00,2020-03-27 23:59:59
2020-03-28 00:00:00,2020-03-28 07:59:59
2020-03-28 08:00:00,2020-03-28 15:59:59
2020-03-28 16:00:00,2020-03-28 23:59:59
2020-03-29 00:00:00,2020-03-29 07:59:59
2020-03-29 08:00:00,2020-03-29 15:59:59
2020-03-29 16:00:00,2020-03-29 23:59:59
2020-03-30 00:00:00,2020-03-30 07:59:59
2020-03-30 08:00:00,2020-03-30 15:59:59
2020-03-30 16:00:00,2020-03-30 23:59:59
2020-03-31 00:00:00,2020-03-31 07:59:59
2020-03-31 08:00:00,2020-03-31 15:59:59
2020-03-31 16:00:00,2020-03-31 23:59:59
2020-04-01 00:00:00,2020-04-01 07:59:59
2020-04-01 08:00:00,2020-04-01 15:59:59
2020-04-01 16:00:00,2020-04-01 23:59:59
2020-04-02 00:00:00,2020-04-02 07:59:59
2020-04-02 08:00:00,2020-04-02 15:59:59
2020-04-02 16:00:00,2020-04-02 23:59:59
2020-04-03 00:00:00,2020-04-03 07:59:59
2020-04-03 08:00:00,2020-04-03 15:59:59
2020-04-03 16:00:00,2020-04-03 23:59:59
2020-04-04 00:00:00,2020-04-04 07:59:59
2020-04-04 08:00:00,2020-04-04 15:59:59
2020-04-04 16:00:00,2020-04-04 23:59:59
2020-04-05 00:00:00,2020-04-05 07:59:59
2020-04-05 08:00:00,2020-04-05 15:59:59
2020-04-05 16:00:00,2020-04-05 23:59:59
2020-04-06 00:00:00,2020-04-06 07:59:59
2020-04-06 08:00:00,2020-04-06 15:59:59
2020-04-06 16:00:00,2020-04-06 23:59:59
2020-04-07 00:00:00,2020-04-07 07:59:59
2020-04-07 08:00:00,2020-04-07 15:59:59
2020-04-07 16:00:00,2020-04-07 23:59:59
2020-04-08 00:00:00,2020-04-08 07:59:59
2020-04-08 08:00:00,2020-04-08 15:59:59
2020-04-08 16:00:00,2020-04-08 23:59:59
2020-04-09 00:00:00,2020-04-09 07:59:59
2020-04-09 08:00:00,2020-04-09 15:59:59
2020-04-09 16:00:00,2020-04-09 23:59:59
2020-04-10 00:00:00,2020-04-10 07:59:59
2020-04-10 08:00:00,2020-04-10 15:59:59
2020-04-10 16:00:00,2020-04-10 23:59:59
2020-04-11 00:00:00,2020-04-11 07:59:59
2020-04-11 08:00:00,2020-04-11 15:59:59
2020-04-11 16:00:00,2020-04-11 23:59:59
2020-04-12 00:00:00,2020-04-12 07:59:59
2020-04-12 08:00:00,2020-04-12 15:59:59
2020-04-12 16:00:00,2020-04-12 23:59:59
2020-04-13 00:00:00,2020-04-13 07:59:59
2020-04-13 08:00:00,2020-04-13 15:59:59
2020-04-13 16:00:00,2020-04-13 23:59:59
2020-04-14 00:00:00,2020-04-14 07:59:59
2020-04-14 08:00:00,2020-04-14 15:59:59
2020-04-14 16:00:00,2020-04-14 23:59:59
2020-04-15 00:00:00,2020-04-15 07:59:59
2020-04-15 08:00:00,2020-04-15 15:59:59
2020-04-15 16:00:00,2020-04-15 23:59:59
2020-04-16 00:00:00,2020-04-16 07:59:59
2020-04-16 08:00:00,2020-04-16 15:59:59
2020-04-16 16:00:00,2020-04-16 23:59:59
2020-04-17 00:00:00,2020-04-17 07:59:59
2020-04-17 08:00:00,2020-04-17 15:59:59
2020-04-17 16:00:00,2020-04-17 23:59:59
2020-04-18 00:00:00,2020-04-18 07:59:59
2020-04-18 08:00:00,2020-04-18 15:59:59
2020-04-18 16:00:00,2020-04-18 23:59:59
2020-04-19 00:00:00,2020-04-19 07:59:59
2020-04-19 08:00:00,2020-04-19 15:59:59
2020-04-19 16:00:00,2020-04-19 23:59:59
2020-04-20 00:00:00,2020-04-20 07:59:59
2020-04-20 08:00:00,2020-04-20 15:59:59
2020-04-20 16:00:00,2020-04-20 23:59:59
2020-04-21 00:00:00,2020-04-21 07:59:59
2020-04-21 08:00:00,2020-04-21 15:59:59
2020-04-21 16:00:00,2020-04-21 23:59:59
2020-04-22 00:00:00,2020-04-22 07:59:59
2020-04-22 08:00:00,2020-04-22 15:59:59
2020-04-22 16:00:00,2020-04-22 23:59:59
2020-04-23 00:00:00,2020-04-23 07:59:59
2020-04-23 08:00:00,2020-04-23 15:59:59
2020-04-23 16:00:00,2020-04-23 23:59:59
2020-04-24 00:00:00,2020-04-24 07:59:59
2020-04-24 08:00:00,2020-04-24 15:59:59
2020-04-24 16:00:00,2020-04-24 23:59:59
2020-04-25 00:00:00,2020-04-25 07:59:59
2020-04-25 08:00:00,2020-04-25 15:59:59
2020-04-25 16:00:00,2020-04-25 23:59:59
2020-04-26 00:00:00,2020-04-26 07:59:59
2020-04-26 08:00:00,2020-04-26 15:59:59
2020-04-26 16:00:00,2020-04-26 23:59:59
2020-04-27 00:00:00,2020-04-27 07:59:59
2020-04-27 08:00:00,2020-04-27 15:59:59
2020-04-27 16:00:00,2020-04-27 23:59:59
2020-04-28 00:00:00,2020-04-28 07:59:59
2020-04-28 08:00:00,2020-04-28 15:59:59
2020-04-28 16:00:00,2020-04-28 23:59:59
2020-04-29 00:00:00,2020-04-29 07:59:59
2020-04-29 08:00:00,2020-04-29 15:59:59
2020-04-29 16:00:00,2020-04-29 23:59:59
2020-04-30 00:00:00,2020-04-30 07:59:59
2020-04-30 08:00:00,2020-04-30 15:59:59
2020-04-30 16:00:00,2020-04-30 23:59:59
2020-05-01 00:00:00,2020-05-01 07:59:59
2020-05-01 08:00:00,2020-05-01 15:59:59
2020-05-01 16:00:00,2020-05-01 23:59:59
2020-05-02 00:00:00,2020-05-02 07:59:59
2020-05-02 08:00:00,2020-05-02 15:59:59
2020-05-02 16:00:00,2020-05-02 23:59:59
2020-05-03 00:00:00,2020-05-03 07:59:59
2020-05-03 08:00:00,2020-05-03 15:59:59
2020-05-03 16:00:00,2020-05-03 23:59:59
2020-05-04 00:00:00,2020-05-04 07:59:59
2020-05-04 08:00:00,2020-05-04 15:59:59
2020-05-04 16:00:00,2020-05-04 23:59:59
2020-05-05 00:00:00,2020-05-05 07:59:59
